set_id,engine,round,persona,query_type,sku_pos,brand_ko,resolved_url,is_ambiguous,ai_rank,text_length,image_count,table_count,list_item_count,paragraph_count,section_count,jsonld_field_count,explicit_number_count,ambiguous_term_count,numeric_specificity_ratio,price_krw,skin_type_targets_count,ph_value,active_ingredient_count,claim_keyword_count,texture_keyword_count,no_list_count,cosmetic_cert_count,volume_ml,aggregate_rating_value,aggregate_rating_count,T7_eat_score,Q4_social_proof_count,Q9_external_authority_count,qt_USE,qt_CAT,qt_SYM,qt_DEC,qt_PRC,persona_PRIMARY,persona_SECONDARY,persona_TERTIARY1,persona_TERTIARY2
TERTIARY2_CAT_117,anthropic,persona,TERTIARY2,CAT,3,편강율,https://pyunkangyul.com/product/약산성-모공-딥-클렌징폼-100ml/134/category/95/display/1/,False,1,12251,103,6,141,72,13,6,26,2,0.929,9900,8,,1,24,0,1,1,100.0,4.7,161.0,3,4,0,0,1,0,0,0,0,0,0,1
TERTIARY1_USE_009,anthropic,persona,TERTIARY1,USE,1,에이프릴스킨,https://aprilskin.com/product/detail.html?product_no=957,False,2,12494,90,6,105,34,6,9,24,0,1.0,18200,1,,4,9,0,0,0,,4.6,1548.0,2,3,0,1,0,0,0,0,0,0,1,0
TERTIARY1_USE_009,anthropic,persona,TERTIARY1,USE,2,일리윤,https://illiyoon.com/product/detail.html?product_no=274,False,1,8797,80,11,211,48,13,10,33,0,1.0,17600,1,,2,16,0,0,0,250.0,,,2,1,0,1,0,0,0,0,0,0,1,0
TERTIARY1_USE_009,anthropic,persona,TERTIARY1,USE,3,미샤,https://www.ableshop.kr/product/goods/view-goods?goodsId=BO00112997,False,3,7549,96,6,151,101,23,8,60,0,1.0,25000,2,,2,10,0,0,0,150.0,,,1,1,0,1,0,0,0,0,0,0,1,0
PRIMARY_CAT_124,anthropic,persona,PRIMARY,CAT,1,닥터지,https://www.dr-g.co.kr/item/9380?pc=4&cc=14,False,3,10142,59,11,200,65,38,0,68,0,1.0,15000,10,,4,38,6,0,0,150.0,,,1,0,0,0,1,0,0,0,1,0,0,0
PRIMARY_CAT_124,anthropic,persona,PRIMARY,CAT,2,편강율,https://pyunkangyul.com/product/약산성-모공-딥-클렌징폼-100ml/134/category/95/display/1/,False,2,12251,103,6,141,72,13,6,26,2,0.929,9900,8,,1,24,0,1,1,100.0,4.7,161.0,3,4,0,0,1,0,0,0,1,0,0,0
PRIMARY_CAT_124,anthropic,persona,PRIMARY,CAT,3,미샤,https://www.ableshop.kr/product/goods/view-goods?goodsId=BO00112997,False,1,7549,96,6,151,101,23,8,60,0,1.0,25000,2,,2,10,0,0,0,150.0,,,1,1,0,0,1,0,0,0,1,0,0,0
TERTIARY2_USE_024,anthropic,persona,TERTIARY2,USE,1,에이프릴스킨,https://aprilskin.com/product/detail.html?product_no=957,False,1,12494,90,6,105,34,6,9,24,0,1.0,18200,1,,4,9,0,0,0,,4.6,1548.0,2,3,0,1,0,0,0,0,0,0,0,1
TERTIARY2_USE_024,anthropic,persona,TERTIARY2,USE,2,아토팜,https://neopharmshop.co.kr/product/아토팜-판테놀-크림-워시-300ml/2130/,False,2,25431,207,13,479,170,51,6,92,4,0.958,19500,4,,4,101,12,0,3,300.0,4.9,21.0,3,2,0,1,0,0,0,0,0,0,0,1
TERTIARY2_USE_024,anthropic,persona,TERTIARY2,USE,3,비레디,https://brdy-official.com/product/시카페인-트러블-리셋-클렌징폼/30/,False,3,22251,67,12,188,42,20,6,44,1,0.978,19500,5,6.3,3,59,0,0,1,,,,3,1,0,1,0,0,0,0,0,0,0,1
SECONDARY_USE_046,anthropic,persona,SECONDARY,USE,1,더후,https://thewhoo.com/product/detail.html?product_no=198&cate_no=94&display_group=1,False,2,15310,68,8,195,45,21,6,41,0,1.0,70000,0,,2,4,4,0,0,200.0,5.0,10.0,2,1,0,1,0,0,0,0,0,1,0,0
SECONDARY_USE_046,anthropic,persona,SECONDARY,USE,2,코스알엑스,https://www.cosrx.co.kr/shop/shopdetail.html?branduid=1176799&xcode=070&mcode=001&scode=002,False,3,5477,39,6,81,39,10,6,18,0,1.0,9750,3,,7,16,4,0,0,150.0,,,1,2,0,1,0,0,0,0,0,1,0,0
SECONDARY_USE_046,anthropic,persona,SECONDARY,USE,3,제이엠솔루션,https://jmsolution.com/product/솔루션-pdrn-클렌징-폼-120ml-2개-세트/3413/,False,1,12580,84,6,156,34,19,6,76,0,1.0,10900,0,,4,0,0,0,0,120.0,4.8,27.0,1,2,0,1,0,0,0,0,0,1,0,0
TERTIARY1_USE_010,anthropic,persona,TERTIARY1,USE,1,설화수,https://www.sulwhasoo.com/kr/ko/products/gentle-cleansing-foam-ex.html,False,2,2202,20,0,29,20,20,9,6,0,1.0,42000,3,,0,16,9,0,0,60.0,,,1,1,0,1,0,0,0,0,0,0,1,0
TERTIARY1_USE_010,anthropic,persona,TERTIARY1,USE,2,이니스프리,https://www.innisfree.com/kr/ko/dp/product/35277,False,3,2893,16,1,163,32,8,6,9,2,0.818,1000,8,,1,21,0,0,0,,4.9,30064.0,2,2,0,1,0,0,0,0,0,0,1,0
TERTIARY1_USE_010,anthropic,persona,TERTIARY1,USE,3,편강율,https://pyunkangyul.com/product/약산성-모공-딥-클렌징폼-100ml/134/category/95/display/1/,False,1,12251,103,6,141,72,13,6,26,2,0.929,9900,8,,1,24,0,1,1,100.0,4.7,161.0,3,4,0,1,0,0,0,0,0,0,1,0
PRIMARY_CAT_125,anthropic,persona,PRIMARY,CAT,1,멜릭서,https://kr.melixirskincare.com/product/만다린-모닝-페이스-클렌저-250ml/241/,False,3,13893,88,11,88,30,12,6,31,0,1.0,54300,1,,3,1,3,0,0,250.0,4.9,292.0,2,2,0,0,1,0,0,0,1,0,0,0
PRIMARY_CAT_125,anthropic,persona,PRIMARY,CAT,2,일리윤,https://illiyoon.com/product/detail.html?product_no=274,False,1,8797,80,11,211,48,13,10,33,0,1.0,17600,1,,2,16,0,0,0,250.0,,,2,1,0,0,1,0,0,0,1,0,0,0
PRIMARY_CAT_125,anthropic,persona,PRIMARY,CAT,3,토니모리,https://tonymoly.com/products/houttuynia-cordata-cica-cleansing-foam.do?i_sProductcd=TM20220405000140678,False,2,8030,28,1,152,18,26,0,22,0,1.0,4500,2,7.23,4,5,0,0,0,150.0,4.8,480.0,2,2,0,0,1,0,0,0,1,0,0,0
PRIMARY_USE_032,anthropic,persona,PRIMARY,USE,1,네이처리퍼블릭,https://www.naturerepublic.com/goods/goods/view?no=9990,False,2,6753,37,4,164,232,8,0,56,0,1.0,3000,10,,3,16,0,1,0,150.0,,,1,0,0,1,0,0,0,0,1,0,0,0
PRIMARY_USE_032,anthropic,persona,PRIMARY,USE,2,리쥬란,https://pdrnmall.co.kr/product/리쥬란-리파이닝-폼-클렌저-120ml/558/,False,3,7040,67,8,88,17,15,6,29,0,1.0,25000,5,,1,10,0,0,0,120.0,4.8,165.0,2,3,0,1,0,0,0,0,1,0,0,0
PRIMARY_USE_032,anthropic,persona,PRIMARY,USE,3,미샤,https://www.ableshop.kr/product/goods/view-goods?goodsId=BO00112997,False,1,7549,96,6,151,101,23,8,60,0,1.0,25000,2,,2,10,0,0,0,150.0,,,1,1,0,1,0,0,0,0,1,0,0,0
TERTIARY1_USE_011,anthropic,persona,TERTIARY1,USE,1,파파레서피,https://paparecipe.com/product/블레미쉬-효소-파우더-클렌저-50g/986/,False,3,14560,91,9,215,64,3,6,38,0,1.0,18000,4,,5,6,0,0,0,,4.9,361.0,2,3,0,1,0,0,0,0,0,0,1,0
TERTIARY1_USE_011,anthropic,persona,TERTIARY1,USE,2,네이처리퍼블릭,https://www.naturerepublic.com/goods/goods/view?no=9990,False,1,6753,37,4,164,232,8,0,56,0,1.0,3000,10,,3,16,0,1,0,150.0,,,1,0,0,1,0,0,0,0,0,0,1,0
TERTIARY1_USE_011,anthropic,persona,TERTIARY1,USE,3,편강율,https://pyunkangyul.com/product/약산성-모공-딥-클렌징폼-100ml/134/category/95/display/1/,False,2,12251,103,6,141,72,13,6,26,2,0.929,9900,8,,1,24,0,1,1,100.0,4.7,161.0,3,4,0,1,0,0,0,0,0,0,1,0
SECONDARY_USE_048,anthropic,persona,SECONDARY,USE,1,설화수,https://www.sulwhasoo.com/kr/ko/products/gentle-cleansing-foam-ex.html,False,3,2202,20,0,29,20,20,9,6,0,1.0,42000,3,,0,16,9,0,0,60.0,,,1,1,0,1,0,0,0,0,0,1,0,0
SECONDARY_USE_048,anthropic,persona,SECONDARY,USE,2,아누아,https://anua.kr/product/detail.html?product_no=252,False,1,10971,82,3,139,36,15,9,22,0,1.0,15000,5,,7,17,0,0,0,150.0,4.8,435.0,2,3,0,1,0,0,0,0,0,1,0,0
SECONDARY_USE_048,anthropic,persona,SECONDARY,USE,3,바닐라코,https://banila.com/product/detail.html?product_no=682,False,2,4514,47,6,65,64,16,10,23,0,1.0,16000,2,,0,5,0,0,0,150.0,4.9,92.0,2,4,0,1,0,0,0,0,0,1,0,0
TERTIARY1_CAT_105,anthropic,persona,TERTIARY1,CAT,1,코스알엑스,https://www.cosrx.co.kr/shop/shopdetail.html?branduid=1176799&xcode=070&mcode=001&scode=002,False,2,5477,39,6,81,39,10,6,18,0,1.0,9750,3,,7,16,4,0,0,150.0,,,1,2,0,0,1,0,0,0,0,0,1,0
TERTIARY1_CAT_105,anthropic,persona,TERTIARY1,CAT,2,미샤,https://www.ableshop.kr/product/goods/view-goods?goodsId=BO00112997,False,3,7549,96,6,151,101,23,8,60,0,1.0,25000,2,,2,10,0,0,0,150.0,,,1,1,0,0,1,0,0,0,0,0,1,0
TERTIARY1_CAT_105,anthropic,persona,TERTIARY1,CAT,3,메디힐,https://medihealshop.com/product/밀도-보습-히알루론산-클렌저-120ml/1520/,False,1,10923,72,7,121,15,5,6,26,0,1.0,9900,3,,9,23,2,0,0,120.0,4.9,13.0,2,1,0,0,1,0,0,0,0,0,1,0
TERTIARY1_USE_012,anthropic,persona,TERTIARY1,USE,1,멜릭서,https://kr.melixirskincare.com/product/만다린-모닝-페이스-클렌저-250ml/241/,False,2,13893,88,11,88,30,12,6,31,0,1.0,54300,1,,3,1,3,0,0,250.0,4.9,292.0,2,2,0,1,0,0,0,0,0,0,1,0
TERTIARY1_USE_012,anthropic,persona,TERTIARY1,USE,2,토리든,https://www.torriden.com/goods/goods_view.php?goodsNo=154,False,3,9278,73,1,150,65,13,0,43,0,1.0,5000,0,,3,6,0,0,1,150.0,,,2,0,0,1,0,0,0,0,0,0,1,0
TERTIARY1_USE_012,anthropic,persona,TERTIARY1,USE,3,메디힐,https://medihealshop.com/product/밀도-보습-히알루론산-클렌저-120ml/1520/,False,1,10923,72,7,121,15,5,6,26,0,1.0,9900,3,,9,23,2,0,0,120.0,4.9,13.0,2,1,0,1,0,0,0,0,0,0,1,0
TERTIARY2_USE_027,anthropic,persona,TERTIARY2,USE,1,바닐라코,https://banila.com/product/detail.html?product_no=682,False,2,4514,47,6,65,64,16,10,23,0,1.0,16000,2,,0,5,0,0,0,150.0,4.9,92.0,2,4,0,1,0,0,0,0,0,0,0,1
TERTIARY2_USE_027,anthropic,persona,TERTIARY2,USE,2,토리든,https://www.torriden.com/goods/goods_view.php?goodsNo=154,False,1,9278,73,1,150,65,13,0,43,0,1.0,5000,0,,3,6,0,0,1,150.0,,,2,0,0,1,0,0,0,0,0,0,0,1
TERTIARY2_USE_027,anthropic,persona,TERTIARY2,USE,3,메디힐,https://medihealshop.com/product/밀도-보습-히알루론산-클렌저-120ml/1520/,False,3,10923,72,7,121,15,5,6,26,0,1.0,9900,3,,9,23,2,0,0,120.0,4.9,13.0,2,1,0,1,0,0,0,0,0,0,0,1
TERTIARY2_CAT_120,anthropic,persona,TERTIARY2,CAT,1,토니모리,https://tonymoly.com/products/houttuynia-cordata-cica-cleansing-foam.do?i_sProductcd=TM20220405000140678,False,1,8030,28,1,152,18,26,0,22,0,1.0,4500,2,7.23,4,5,0,0,0,150.0,4.8,480.0,2,2,0,0,1,0,0,0,0,0,0,1
