set_id,engine,round,sku_pos,brand_ko,ai_rank,resolved_url,is_ambiguous,text_length,image_count,table_count,list_item_count,paragraph_count,section_count,jsonld_field_count,explicit_number_count,ambiguous_term_count,numeric_specificity_ratio,price_krw,skin_type_targets_count,ph_value,active_ingredient_count,claim_keyword_count,texture_keyword_count,no_list_count,cosmetic_cert_count,volume_ml,aggregate_rating_value,aggregate_rating_count,T7_eat_score,Q4_social_proof_count,Q9_external_authority_count
main_00159,openai,round1,2,은율,3,https://eunyul.co.kr/product/%EC%98%90%EB%A1%9C%EC%9A%B0%EC%94%A8%EB%93%9C-%EB%B0%94%EC%9D%B4%ED%83%88-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A0%80-500ml/82/category/45/display/1/,False,3577.0,83.0,5.0,112.0,15.0,12.0,5.0,17.0,0.0,1.0,11000.0,1.0,,1.0,4.0,0.0,0.0,0.0,500.0,,,1.0,0.0,0.0
main_00159,anthropic,round1,1,스킨푸드,1,https://www.theskinfood.com/shop/shopdetail.html?branduid=10322201&search=%ED%8F%BC&sort=order&xcode=008&mcode=000&scode=&GfDT=aWV%2B,False,6596.0,41.0,4.0,368.0,23.0,13.0,8.0,27.0,0.0,1.0,16000.0,2.0,,4.0,31.0,0.0,0.0,0.0,150.0,,,1.0,2.0,0.0
main_00159,anthropic,round1,3,와더스킨,2,https://whataskin.co.kr/product/aa-p-%ED%8C%90%ED%85%8C%EB%86%80-%EC%A0%A4-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-200ml/25/category/29/display/1/,False,10545.0,40.0,7.0,90.0,26.0,17.0,5.0,17.0,0.0,1.0,22000.0,0.0,,2.0,0.0,0.0,0.0,0.0,200.0,,,0.0,0.0,0.0
main_00159,anthropic,round1,2,은율,3,https://eunyul.co.kr/product/%EC%98%90%EB%A1%9C%EC%9A%B0%EC%94%A8%EB%93%9C-%EB%B0%94%EC%9D%B4%ED%83%88-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A0%80-500ml/82/category/45/display/1/,False,3577.0,83.0,5.0,112.0,15.0,12.0,5.0,17.0,0.0,1.0,11000.0,1.0,,1.0,4.0,0.0,0.0,0.0,500.0,,,1.0,0.0,0.0
main_00160,openai,round1,3,일리윤,1,https://illiyoon.com/product/detail.html?product_no=274,False,8797.0,80.0,11.0,211.0,48.0,13.0,10.0,33.0,0.0,1.0,17600.0,1.0,,2.0,16.0,0.0,0.0,0.0,250.0,,,2.0,1.0,0.0
main_00160,openai,round1,1,파파레서피,2,https://paparecipe.com/product/블레미쉬-효소-파우더-클렌저-50g/986/,False,14560.0,91.0,9.0,215.0,64.0,3.0,6.0,38.0,0.0,1.0,18000.0,4.0,,5.0,6.0,0.0,0.0,0.0,,4.9,361.0,2.0,3.0,0.0
main_00160,openai,round1,2,스킨푸드,3,https://www.theskinfood.com/shop/shopdetail.html?branduid=993&xcode=036&mcode=001&scode=003,False,6286.0,44.0,4.0,367.0,23.0,13.0,8.0,25.0,0.0,1.0,13000.0,2.0,,3.0,31.0,0.0,0.0,0.0,200.0,,,1.0,2.0,0.0
main_00160,anthropic,round1,3,일리윤,1,https://illiyoon.com/product/detail.html?product_no=274,False,8797.0,80.0,11.0,211.0,48.0,13.0,10.0,33.0,0.0,1.0,17600.0,1.0,,2.0,16.0,0.0,0.0,0.0,250.0,,,2.0,1.0,0.0
main_00160,anthropic,round1,2,스킨푸드,2,https://www.theskinfood.com/shop/shopdetail.html?branduid=993&xcode=036&mcode=001&scode=003,False,6286.0,44.0,4.0,367.0,23.0,13.0,8.0,25.0,0.0,1.0,13000.0,2.0,,3.0,31.0,0.0,0.0,0.0,200.0,,,1.0,2.0,0.0
main_00160,anthropic,round1,1,파파레서피,3,https://paparecipe.com/product/블레미쉬-효소-파우더-클렌저-50g/986/,False,14560.0,91.0,9.0,215.0,64.0,3.0,6.0,38.0,0.0,1.0,18000.0,4.0,,5.0,6.0,0.0,0.0,0.0,,4.9,361.0,2.0,3.0,0.0
main_01666,openai,round1,1,비플레인,1,https://www.beplain.co.kr/shop/shopdetail.html?branduid=10739138&xcode=013&mcode=001&scode=&type=Y&sort=manual&current_category=013001&search=&GfDT=bmt8W1o%3D,False,3309.0,46.0,5.0,56.0,36.0,17.0,6.0,41.0,0.0,1.0,37800.0,1.0,,6.0,1.0,0.0,0.0,0.0,120.0,,,1.0,2.0,0.0
main_01666,openai,round1,3,메디큐브,2,https://themedicube.co.kr/product/유튜버-pick-제로-폼-클렌저/356,False,12906.0,104.0,5.0,113.0,66.0,4.0,9.0,31.0,0.0,1.0,17500.0,2.0,,3.0,12.0,1.0,0.0,0.0,,4.8,4891.0,2.0,3.0,1.0
main_01666,openai,round1,2,파파레서피,3,https://paparecipe.com/product/%ED%8B%B0%ED%8A%B8%EB%A6%AC-%EC%BB%A8%ED%8A%B8%EB%A1%A4-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC-120ml/1213/category/288/display/1/,False,14485.0,88.0,9.0,211.0,61.0,2.0,6.0,36.0,0.0,1.0,12000.0,5.0,,4.0,7.0,0.0,0.0,0.0,120.0,5.0,205.0,2.0,3.0,0.0
main_01666,anthropic,round1,2,파파레서피,1,https://paparecipe.com/product/%ED%8B%B0%ED%8A%B8%EB%A6%AC-%EC%BB%A8%ED%8A%B8%EB%A1%A4-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC-120ml/1213/category/288/display/1/,False,14485.0,88.0,9.0,211.0,61.0,2.0,6.0,36.0,0.0,1.0,12000.0,5.0,,4.0,7.0,0.0,0.0,0.0,120.0,5.0,205.0,2.0,3.0,0.0
main_01666,anthropic,round1,3,메디큐브,2,https://themedicube.co.kr/product/유튜버-pick-제로-폼-클렌저/356,False,12906.0,104.0,5.0,113.0,66.0,4.0,9.0,31.0,0.0,1.0,17500.0,2.0,,3.0,12.0,1.0,0.0,0.0,,4.8,4891.0,2.0,3.0,1.0
main_01666,anthropic,round1,1,비플레인,3,https://www.beplain.co.kr/shop/shopdetail.html?branduid=10739138&xcode=013&mcode=001&scode=&type=Y&sort=manual&current_category=013001&search=&GfDT=bmt8W1o%3D,False,3309.0,46.0,5.0,56.0,36.0,17.0,6.0,41.0,0.0,1.0,37800.0,1.0,,6.0,1.0,0.0,0.0,0.0,120.0,,,1.0,2.0,0.0
main_01668,openai,round1,2,에이프릴스킨,1,https://aprilskin.com/product/detail.html?product_no=957,False,12494.0,90.0,6.0,105.0,34.0,6.0,9.0,24.0,0.0,1.0,18200.0,1.0,,4.0,9.0,0.0,0.0,0.0,,4.6,1548.0,2.0,3.0,0.0
main_01668,openai,round1,1,그레이멜린,2,https://graymelin.com/product/11-%ED%81%AC%EB%A0%88%EC%9D%B4%EC%A7%80-%EB%8C%80%EC%9A%A9%EB%9F%89-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A0%B8-500ml/420/category/61/display/1/,False,5977.0,90.0,6.0,95.0,27.0,11.0,6.0,22.0,0.0,1.0,18900.0,3.0,,4.0,9.0,0.0,0.0,0.0,500.0,4.8,756.0,2.0,3.0,0.0
main_01668,openai,round1,3,일소,3,https://ilso.kr/product/%ED%94%BC%EC%A7%80-%ED%9D%A1%EC%B0%A9-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8C%A9%ED%8F%BC-%EA%B8%B0%ED%9A%8D-%EC%A6%9D%EC%A0%95-%EC%84%B8%EC%95%88-%ED%97%A4%EC%96%B4%EB%B0%B4%EB%93%9C/200/category/118/display/1/,False,8766.0,71.0,5.0,74.0,30.0,9.0,6.0,5.0,0.0,1.0,16900.0,1.0,,1.0,3.0,0.0,0.0,0.0,,,,1.0,1.0,0.0
main_01668,anthropic,round1,1,그레이멜린,1,https://graymelin.com/product/11-%ED%81%AC%EB%A0%88%EC%9D%B4%EC%A7%80-%EB%8C%80%EC%9A%A9%EB%9F%89-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A0%B8-500ml/420/category/61/display/1/,False,5977.0,90.0,6.0,95.0,27.0,11.0,6.0,22.0,0.0,1.0,18900.0,3.0,,4.0,9.0,0.0,0.0,0.0,500.0,4.8,756.0,2.0,3.0,0.0
main_01668,anthropic,round1,2,에이프릴스킨,2,https://aprilskin.com/product/detail.html?product_no=957,False,12494.0,90.0,6.0,105.0,34.0,6.0,9.0,24.0,0.0,1.0,18200.0,1.0,,4.0,9.0,0.0,0.0,0.0,,4.6,1548.0,2.0,3.0,0.0
main_01668,anthropic,round1,3,일소,3,https://ilso.kr/product/%ED%94%BC%EC%A7%80-%ED%9D%A1%EC%B0%A9-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8C%A9%ED%8F%BC-%EA%B8%B0%ED%9A%8D-%EC%A6%9D%EC%A0%95-%EC%84%B8%EC%95%88-%ED%97%A4%EC%96%B4%EB%B0%B4%EB%93%9C/200/category/118/display/1/,False,8766.0,71.0,5.0,74.0,30.0,9.0,6.0,5.0,0.0,1.0,16900.0,1.0,,1.0,3.0,0.0,0.0,0.0,,,,1.0,1.0,0.0
main_00165,openai,round1,2,와더스킨,1,https://whataskin.co.kr/product/%ED%93%A8%EC%96%B4%EB%AF%B8-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-500ml/10/category/29/display/1/,False,14733.0,85.0,7.0,111.0,26.0,17.0,6.0,36.0,0.0,1.0,23000.0,6.0,,1.0,6.0,11.0,0.0,1.0,500.0,5.0,64.0,2.0,2.0,0.0
main_00165,openai,round1,3,아누아,2,https://anua.kr/product/detail.html?product_no=348,False,10893.0,94.0,3.0,135.0,34.0,15.0,9.0,21.0,0.0,1.0,21600.0,4.0,,7.0,22.0,0.0,0.0,0.0,,4.8,62.0,2.0,3.0,0.0
main_00165,openai,round1,1,닥터지,3,https://www.dr-g.co.kr/item/4359?pc=4&cc=14,False,11143.0,63.0,11.0,204.0,66.0,39.0,0.0,74.0,0.0,1.0,20000.0,9.0,,7.0,42.0,5.0,0.0,0.0,150.0,,,1.0,1.0,0.0
main_02409,openai,round1,3,스킨1004,1,,True,6673.5,190.0,5.0,160.0,128.0,22.0,6.0,26.0,0.0,1.0,17250.0,1.25,,3.25,15.25,1.5,0.0,0.0,125.0,4.866666666666667,29.333333333333332,1.0,2.25,0.0
main_02409,openai,round1,2,스킨푸드,2,https://www.theskinfood.com/shop/shopdetail.html?branduid=10322201&search=%ED%8F%BC&sort=order&xcode=008&mcode=000&scode=&GfDT=aWV%2B,False,6596.0,41.0,4.0,368.0,23.0,13.0,8.0,27.0,0.0,1.0,16000.0,2.0,,4.0,31.0,0.0,0.0,0.0,150.0,,,1.0,2.0,0.0
main_02409,openai,round1,1,이아소,3,https://www.iaso.co.kr/shop/shopdetail.html?branduid=44&xcode=005&mcode=001&scode=&type=Y&sort=manual&current_category=005001&search=&GfDT=bm19W1o%3D,False,4659.0,35.0,5.0,107.0,35.0,6.0,0.0,10.0,0.0,1.0,35000.0,4.0,,1.0,10.0,1.0,0.0,0.0,,,,2.0,1.0,0.0
main_00165,anthropic,round1,2,와더스킨,1,https://whataskin.co.kr/product/%ED%93%A8%EC%96%B4%EB%AF%B8-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-500ml/10/category/29/display/1/,False,14733.0,85.0,7.0,111.0,26.0,17.0,6.0,36.0,0.0,1.0,23000.0,6.0,,1.0,6.0,11.0,0.0,1.0,500.0,5.0,64.0,2.0,2.0,0.0
main_00165,anthropic,round1,3,아누아,2,https://anua.kr/product/detail.html?product_no=348,False,10893.0,94.0,3.0,135.0,34.0,15.0,9.0,21.0,0.0,1.0,21600.0,4.0,,7.0,22.0,0.0,0.0,0.0,,4.8,62.0,2.0,3.0,0.0
main_00165,anthropic,round1,1,닥터지,3,https://www.dr-g.co.kr/item/4359?pc=4&cc=14,False,11143.0,63.0,11.0,204.0,66.0,39.0,0.0,74.0,0.0,1.0,20000.0,9.0,,7.0,42.0,5.0,0.0,0.0,150.0,,,1.0,1.0,0.0
main_02409,anthropic,round1,3,스킨1004,1,,True,6673.5,190.0,5.0,160.0,128.0,22.0,6.0,26.0,0.0,1.0,17250.0,1.25,,3.25,15.25,1.5,0.0,0.0,125.0,4.866666666666667,29.333333333333332,1.0,2.25,0.0
main_02409,anthropic,round1,2,스킨푸드,2,https://www.theskinfood.com/shop/shopdetail.html?branduid=10322201&search=%ED%8F%BC&sort=order&xcode=008&mcode=000&scode=&GfDT=aWV%2B,False,6596.0,41.0,4.0,368.0,23.0,13.0,8.0,27.0,0.0,1.0,16000.0,2.0,,4.0,31.0,0.0,0.0,0.0,150.0,,,1.0,2.0,0.0
main_02409,anthropic,round1,1,이아소,3,https://www.iaso.co.kr/shop/shopdetail.html?branduid=44&xcode=005&mcode=001&scode=&type=Y&sort=manual&current_category=005001&search=&GfDT=bm19W1o%3D,False,4659.0,35.0,5.0,107.0,35.0,6.0,0.0,10.0,0.0,1.0,35000.0,4.0,,1.0,10.0,1.0,0.0,0.0,,,,2.0,1.0,0.0
main_02413,openai,round1,1,에뛰드,1,https://www.etude.com/shop/category/cleanser/cleanser-all/%ec%88%9c%ec%a0%95-%ec%95%bd%ec%82%b0%ec%84%b1-5-5-%ed%8f%bc-%ed%81%b4%eb%a0%8c%ec%a0%80-150ml-2/,False,4603.0,41.0,3.0,366.0,16.0,23.0,6.0,22.0,0.0,1.0,12000.0,0.0,,3.0,12.0,0.0,1.0,0.0,150.0,,,1.0,0.0,0.0
main_02413,openai,round1,3,편강율,2,https://pyunkangyul.com/product/%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-150ml/163/category/231/display/1/,False,12383.0,98.0,6.0,151.0,68.0,13.0,6.0,42.0,2.0,0.955,9900.0,7.0,,1.0,10.0,1.0,1.0,1.0,150.0,4.8,104.0,3.0,4.0,0.0
main_02413,openai,round1,2,센텔리안24,3,https://www.edkshop.com/product/detail.html?product_no=537&cate_no=203&display_group=1,False,12481.0,123.0,7.0,154.0,109.0,24.0,10.0,31.0,0.0,1.0,25900.0,1.0,,2.0,1.0,1.0,0.0,0.0,,4.9,1192.0,2.0,3.0,0.0
main_02413,anthropic,round1,3,편강율,1,https://pyunkangyul.com/product/%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-150ml/163/category/231/display/1/,False,12383.0,98.0,6.0,151.0,68.0,13.0,6.0,42.0,2.0,0.955,9900.0,7.0,,1.0,10.0,1.0,1.0,1.0,150.0,4.8,104.0,3.0,4.0,0.0
main_02413,anthropic,round1,1,에뛰드,2,https://www.etude.com/shop/category/cleanser/cleanser-all/%ec%88%9c%ec%a0%95-%ec%95%bd%ec%82%b0%ec%84%b1-5-5-%ed%8f%bc-%ed%81%b4%eb%a0%8c%ec%a0%80-150ml-2/,False,4603.0,41.0,3.0,366.0,16.0,23.0,6.0,22.0,0.0,1.0,12000.0,0.0,,3.0,12.0,0.0,1.0,0.0,150.0,,,1.0,0.0,0.0
main_02413,anthropic,round1,2,센텔리안24,3,https://www.edkshop.com/product/detail.html?product_no=537&cate_no=203&display_group=1,False,12481.0,123.0,7.0,154.0,109.0,24.0,10.0,31.0,0.0,1.0,25900.0,1.0,,2.0,1.0,1.0,0.0,0.0,,4.9,1192.0,2.0,3.0,0.0
main_02415,openai,round1,3,비플레인,2,https://www.beplain.co.kr/shop/shopdetail.html?branduid=10739403&xcode=013&mcode=001&scode=&type=Y&sort=manual&current_category=013001&search=&GfDT=bm17W10%3D,False,3430.0,37.0,5.0,56.0,35.0,17.0,6.0,39.0,0.0,1.0,10500.0,3.0,,4.0,3.0,0.0,0.0,0.0,120.0,,,1.0,1.0,0.0
main_02415,openai,round1,2,아누아,3,https://anua.kr/product/detail.html?product_no=254,False,10987.0,94.0,3.0,140.0,34.0,15.0,9.0,22.0,0.0,1.0,14000.0,4.0,,7.0,21.0,0.0,0.0,0.0,150.0,4.9,1192.0,2.0,3.0,0.0
main_02415,anthropic,round1,2,아누아,1,https://anua.kr/product/detail.html?product_no=254,False,10987.0,94.0,3.0,140.0,34.0,15.0,9.0,22.0,0.0,1.0,14000.0,4.0,,7.0,21.0,0.0,0.0,0.0,150.0,4.9,1192.0,2.0,3.0,0.0
main_02415,anthropic,round1,3,비플레인,3,https://www.beplain.co.kr/shop/shopdetail.html?branduid=10739403&xcode=013&mcode=001&scode=&type=Y&sort=manual&current_category=013001&search=&GfDT=bm17W10%3D,False,3430.0,37.0,5.0,56.0,35.0,17.0,6.0,39.0,0.0,1.0,10500.0,3.0,,4.0,3.0,0.0,0.0,0.0,120.0,,,1.0,1.0,0.0
main_00174,openai,round1,2,리얼베리어,1,https://myrealbarrier.co.kr/product/detail.html?product_no=125,False,14338.0,128.0,12.0,218.0,57.0,49.0,6.0,66.0,0.0,1.0,19000.0,5.0,,4.0,110.0,14.0,0.0,0.0,200.0,,,2.0,2.0,0.0
main_00174,openai,round1,1,페이스인페이스,2,http://www.faithinface.co.kr/shop/shopdetail.html?branduid=3474504&xcode=039&mcode=004&scode=&type=Y&sort=manual&current_category=039004&search=&GfDT=bmh8W14%3D,False,3573.0,59.0,5.0,85.0,5.0,4.0,6.0,12.0,0.0,1.0,5000.0,3.0,,1.0,5.0,1.0,0.0,0.0,150.0,,,1.0,3.0,0.0
main_00174,openai,round1,3,이니스프리,3,https://www.innisfree.com/kr/ko/dp/product/35277,False,2893.0,16.0,1.0,163.0,32.0,8.0,6.0,9.0,2.0,0.818,1000.0,8.0,,1.0,21.0,0.0,0.0,0.0,,4.9,30064.0,2.0,2.0,0.0
main_00174,anthropic,round1,2,리얼베리어,1,https://myrealbarrier.co.kr/product/detail.html?product_no=125,False,14338.0,128.0,12.0,218.0,57.0,49.0,6.0,66.0,0.0,1.0,19000.0,5.0,,4.0,110.0,14.0,0.0,0.0,200.0,,,2.0,2.0,0.0
main_00174,anthropic,round1,3,이니스프리,2,https://www.innisfree.com/kr/ko/dp/product/35277,False,2893.0,16.0,1.0,163.0,32.0,8.0,6.0,9.0,2.0,0.818,1000.0,8.0,,1.0,21.0,0.0,0.0,0.0,,4.9,30064.0,2.0,2.0,0.0
main_00174,anthropic,round1,1,페이스인페이스,3,http://www.faithinface.co.kr/shop/shopdetail.html?branduid=3474504&xcode=039&mcode=004&scode=&type=Y&sort=manual&current_category=039004&search=&GfDT=bmh8W14%3D,False,3573.0,59.0,5.0,85.0,5.0,4.0,6.0,12.0,0.0,1.0,5000.0,3.0,,1.0,5.0,1.0,0.0,0.0,150.0,,,1.0,3.0,0.0
main_00177,openai,round1,1,에스트라,1,https://www.aestura.com/m/product/view.do?prdSeq=1077,False,20285.0,128.0,3.0,143.0,225.0,4.0,0.0,21.0,0.0,1.0,23000.0,10.0,,3.0,59.0,13.0,0.0,0.0,200.0,,,1.0,2.0,0.0
main_00177,openai,round1,3,닥터지,2,https://www.dr-g.co.kr/item/9380?pc=4&cc=14,False,10142.0,59.0,11.0,200.0,65.0,38.0,0.0,68.0,0.0,1.0,15000.0,10.0,,4.0,38.0,6.0,0.0,0.0,150.0,,,1.0,0.0,0.0
main_00177,openai,round1,2,스킨1004,3,,True,6673.5,190.0,5.0,160.0,128.0,22.0,6.0,26.0,0.0,1.0,17250.0,1.25,,3.25,15.25,1.5,0.0,0.0,125.0,4.866666666666667,29.333333333333332,1.0,2.25,0.0
main_02421,openai,round1,2,테라비코스,1,,True,11248.5,130.5,7.5,130.0,78.0,10.5,10.0,16.0,0.0,1.0,19500.0,6.0,,3.5,16.0,0.0,0.0,0.5,150.0,4.8,89.0,1.5,3.0,0.0
main_02421,openai,round1,3,리쥬란,2,https://pdrnmall.co.kr/product/리쥬란-리파이닝-폼-클렌저-120ml/558/,False,7040.0,67.0,8.0,88.0,17.0,15.0,6.0,29.0,0.0,1.0,25000.0,5.0,,1.0,10.0,0.0,0.0,0.0,120.0,4.8,165.0,2.0,3.0,0.0
main_02421,openai,round1,1,편강율,3,https://pyunkangyul.com/product/%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-150ml/163/category/231/display/1/,False,12383.0,98.0,6.0,151.0,68.0,13.0,6.0,42.0,2.0,0.955,9900.0,7.0,,1.0,10.0,1.0,1.0,1.0,150.0,4.8,104.0,3.0,4.0,0.0
main_01682,openai,round1,2,리얼베리어,1,https://myrealbarrier.co.kr/product/detail.html?product_no=71,False,17347.0,134.0,12.0,216.0,61.0,59.0,6.0,84.0,0.0,1.0,16700.0,4.0,,3.0,78.0,23.0,0.0,1.0,220.0,,,3.0,2.0,0.0
main_01682,openai,round1,1,멜릭서,2,https://kr.melixirskincare.com/product/만다린-모닝-페이스-클렌저-250ml/241/,False,13893.0,88.0,11.0,88.0,30.0,12.0,6.0,31.0,0.0,1.0,54300.0,1.0,,3.0,1.0,3.0,0.0,0.0,250.0,4.9,292.0,2.0,2.0,0.0
main_01682,openai,round1,3,언리시아,3,https://unleashiacosmetics.com/product/에이비씨-소르베-페이셜-클렌저-abc-sorbet-facial-cleanser/272/category/84/display/1/,False,11366.0,65.0,5.0,79.0,21.0,11.0,6.0,50.0,0.0,1.0,18000.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0
main_00177,anthropic,round1,2,스킨1004,1,,True,6673.5,190.0,5.0,160.0,128.0,22.0,6.0,26.0,0.0,1.0,17250.0,1.25,,3.25,15.25,1.5,0.0,0.0,125.0,4.866666666666667,29.333333333333332,1.0,2.25,0.0
main_00177,anthropic,round1,3,닥터지,2,https://www.dr-g.co.kr/item/9380?pc=4&cc=14,False,10142.0,59.0,11.0,200.0,65.0,38.0,0.0,68.0,0.0,1.0,15000.0,10.0,,4.0,38.0,6.0,0.0,0.0,150.0,,,1.0,0.0,0.0
